Geneid,ENCSR181WYS_1,ENCSR181WYS_2,ENCSR016WFQ_1,ENCSR016WFQ_2
ENSG00000183034,8,6,20,19
ENSG00000182938,3,4,36,2
ENSG00000167861,246,282,430,160
ENSG00000263586,0,2,5,18
ENSG00000109089,1048,1065,1426,998
ENSG00000167862,1671,1537,1762,1345
ENSG00000252545,0,0,0,4
ENSG00000180901,5029,5222,6251,3804
ENSG00000167863,6301,5787,8397,5119
ENSG00000239607,20,32,12,13
ENSG00000270993,4,11,7,0
ENSG00000232724,6,8,21,8
ENSG00000170190,110,192,365,156
ENSG00000206713,0,2,0,0
ENSG00000125449,1750,1591,2076,1555
ENSG00000125458,2292,2185,3021,2228
ENSG00000279035,1254,1201,1598,1012
ENSG00000189159,6954,6221,7085,4890
ENSG00000265800,18,17,17,38
ENSG00000263786,34,58,67,79
ENSG00000252042,8,7,16,23
ENSG00000188612,11282,10958,12902,7760
ENSG00000125450,3642,4220,5011,3265
ENSG00000125447,6380,7357,8620,5760
ENSG00000125445,3794,4053,4276,3662
ENSG00000125457,1521,1572,2079,1615
ENSG00000263843,799,927,1049,958
ENSG00000125454,1564,1708,1921,1833
ENSG00000177885,11656,12365,14894,8498
ENSG00000228007,2,3,4,0
ENSG00000265987,3,3,2,20
ENSG00000264853,9,12,18,52
ENSG00000265342,7,7,2,3
ENSG00000264511,0,0,0,0
ENSG00000223217,1,0,0,0
ENSG00000202332,0,0,0,0
ENSG00000177728,5295,6211,7528,4873
ENSG00000284595,13,25,19,19
ENSG00000177303,1894,2258,2433,1427
ENSG00000182173,2874,3033,3105,2533
ENSG00000073350,2566,2884,3739,2566
ENSG00000266714,919,1274,1237,809
ENSG00000108469,2131,2565,2746,1791
ENSG00000204323,61,46,90,28
ENSG00000259120,11,7,17,6
ENSG00000161526,2736,2894,3364,2779
ENSG00000264829,2,2,11,0
ENSG00000264270,4,2,1,15
ENSG00000132470,139,132,335,121
ENSG00000108479,1600,1621,3257,1620
ENSG00000132475,29279,28538,36931,23576
ENSG00000283853,0,3,0,0
ENSG00000132478,2478,2712,3526,2039
ENSG00000266980,209,227,267,151
ENSG00000092929,17625,20627,32541,20035
ENSG00000132471,8660,9163,10640,6531
ENSG00000132481,168,208,335,162
ENSG00000267801,77,108,169,99
ENSG00000141569,4351,4978,6073,4663
ENSG00000267342,541,622,646,645
ENSG00000204316,4432,4607,5394,4038
ENSG00000267426,5166,5481,6818,4866
ENSG00000188878,1446,1641,2358,1651
ENSG00000161533,3836,4223,4503,2213
ENSG00000267615,165,176,178,84
ENSG00000257949,684,706,910,617
ENSG00000261408,1256,1347,1726,1652
ENSG00000250506,575,614,766,963
ENSG00000167880,10,8,149,89
ENSG00000167881,7553,7938,8679,5753
ENSG00000186919,3118,3275,3605,2804
ENSG00000182687,13,18,5,12
ENSG00000182473,6442,6929,7771,5228
ENSG00000279382,163,249,219,172
ENSG00000275360,2,1,3,0
ENSG00000129654,1,4,18,14
ENSG00000267128,488,583,803,423
ENSG00000141576,3730,4122,6345,3290
ENSG00000267376,0,0,1,1
ENSG00000228218,31,45,38,38
ENSG00000185262,5356,4759,6869,4717
ENSG00000129646,605,832,726,706
ENSG00000161542,3087,2989,3974,2445
ENSG00000251779,0,0,0,0
ENSG00000207169,1,0,0,0
ENSG00000267518,1,0,6,0
ENSG00000176170,2717,2825,3453,2976
ENSG00000175931,6889,7866,8096,5110
ENSG00000242931,6,21,5,12
ENSG00000129673,3,2,14,20
ENSG00000129667,263,358,355,193
ENSG00000161544,17,22,37,28
ENSG00000214140,16,40,55,9
ENSG00000267546,19,39,52,29
ENSG00000267543,7,10,13,29
ENSG00000272386,5,7,21,19
ENSG00000163597,8610,8675,9837,7073
ENSG00000274091,8,14,11,16
ENSG00000199961,6,16,10,20
ENSG00000278261,1,9,9,17
ENSG00000284526,4257,4668,4257,4037
ENSG00000070731,25,11,47,31
ENSG00000267078,11,0,16,4
ENSG00000267084,2,0,1,0
ENSG00000070526,2064,2188,3199,2258
ENSG00000199735,2,1,0,0
ENSG00000261335,90,107,85,38
ENSG00000182534,1194,1336,1514,1042
ENSG00000212418,0,0,1,0
ENSG00000277382,5,2,4,2
ENSG00000070495,2720,2767,2593,2260
ENSG00000274051,65,42,71,38
ENSG00000181038,1319,1272,1451,1102
ENSG00000267168,752,730,792,582
ENSG00000161547,18639,20272,25130,19808
ENSG00000092931,12165,13265,16770,12565
ENSG00000283805,1467,1627,2288,1522
ENSG00000200257,2,5,1,3
ENSG00000267065,1,10,23,70
ENSG00000267535,3,2,19,18
ENSG00000167889,43,32,73,85
ENSG00000267568,2,0,14,3
ENSG00000267521,0,0,2,3
ENSG00000280122,6,4,17,10
ENSG00000276202,0,10,0,0
ENSG00000234912,1181,1166,1367,1430
ENSG00000129657,6745,7379,8476,4892
ENSG00000275143,60,55,68,57
ENSG00000284250,46,42,50,53
ENSG00000222808,4,2,1,7
ENSG00000262870,4,0,1,6
ENSG00000263718,1,5,24,12
ENSG00000265121,0,0,0,0
ENSG00000184640,10771,10752,14772,9759
ENSG00000266998,8,0,9,15
ENSG00000264060,0,0,0,0
ENSG00000200651,6,3,9,2
ENSG00000279801,13,37,54,56
ENSG00000267263,0,2,4,0
ENSG00000267016,3,2,3,0
ENSG00000267665,6,0,1,0
ENSG00000267506,6,4,13,14
ENSG00000267466,4,0,37,0
ENSG00000279572,0,0,18,0
ENSG00000267790,0,0,29,2
ENSG00000204283,2,0,30,8
ENSG00000238898,0,2,1,2
ENSG00000078687,1287,1367,1680,1011
ENSG00000279600,3,0,2,0
ENSG00000267463,1,0,0,18
ENSG00000238658,9,2,0,0
ENSG00000204282,2641,3391,4857,2753
ENSG00000141524,15189,17433,27645,15228
ENSG00000167895,548,588,1214,605
ENSG00000187997,391,342,570,588
ENSG00000267679,67,81,158,188
ENSG00000108639,9638,9941,10590,8888
ENSG00000167900,8658,8645,14583,7843
ENSG00000183077,1718,1878,2302,1903
ENSG00000267624,0,0,2,0
ENSG00000089685,7131,6984,10848,7469
ENSG00000204278,0,2,45,14
ENSG00000283914,1,2,56,13
ENSG00000267676,34,19,99,31
ENSG00000279886,14,6,35,7
ENSG00000204277,36,30,127,92
ENSG00000267737,0,0,19,3
ENSG00000184557,2202,2071,3354,1835
ENSG00000266970,33,39,88,44
ENSG00000243870,2,0,0,0
ENSG00000087157,2671,2951,3056,2071
ENSG00000200063,0,0,0,0
ENSG00000187775,298,323,554,432
ENSG00000267432,2,7,92,0
ENSG00000267770,0,0,12,0
ENSG00000243426,0,0,1,0
ENSG00000267123,11,6,26,6
ENSG00000108669,2948,3245,3524,1940
ENSG00000279570,4,2,14,0
ENSG00000252391,0,1,0,4
ENSG00000055483,3764,4493,4621,3074
ENSG00000267355,2,35,9,14
ENSG00000035862,3,6,49,22
ENSG00000267601,0,0,7,0
ENSG00000178404,0,6,5,0
ENSG00000279339,0,0,1,4
ENSG00000267491,1,0,0,1
ENSG00000108679,784,922,1498,782
ENSG00000171302,4892,5205,6228,4706
ENSG00000265096,2,1,11,2
ENSG00000173918,5,4,73,32
ENSG00000167280,3272,3419,3936,3175
ENSG00000167281,16,7,106,29
ENSG00000266711,0,0,5,0
ENSG00000263278,8,4,11,0
ENSG00000266665,0,0,24,10
ENSG00000267719,6,4,77,41
ENSG00000182156,10,0,60,28
ENSG00000173894,3202,3717,4647,2837
ENSG00000141570,1053,996,1237,812
ENSG00000262768,4,6,3,0
ENSG00000262772,91,86,178,84
ENSG00000141582,4500,4376,5128,3224
ENSG00000262343,0,0,17,1
ENSG00000262585,13,0,13,4
ENSG00000262188,6,2,1,0
ENSG00000167291,109,108,89,37
ENSG00000275516,3,8,8,0
ENSG00000262172,0,0,2,0
ENSG00000261978,0,0,2,0
ENSG00000141519,27,15,111,30
ENSG00000265561,0,0,2,0
ENSG00000171298,1305,1337,1388,785
ENSG00000141543,7168,7385,7848,4377
ENSG00000279259,89,77,78,40
ENSG00000275479,2,12,2,8
ENSG00000141527,141,180,242,151
ENSG00000262580,272,344,232,175
ENSG00000181523,1254,1503,1587,833
ENSG00000181045,522,722,596,507
ENSG00000173821,6355,7891,9030,4340
ENSG00000262979,0,0,2,0
ENSG00000276863,54,77,108,23
ENSG00000280248,123,208,261,133
ENSG00000263069,260,456,417,230
ENSG00000173818,453,474,441,456
ENSG00000264961,1,7,2,0
ENSG00000260369,12,8,6,0
ENSG00000279273,10,0,3,8
ENSG00000171246,6,6,4,14
ENSG00000262000,0,0,3,0
ENSG00000271340,6,0,3,0
ENSG00000213128,0,4,2,1
ENSG00000141564,4870,5572,6652,3724
ENSG00000232083,0,1,0,14
ENSG00000262833,10,8,44,10
ENSG00000262313,123,142,197,103
ENSG00000262662,164,196,286,74
ENSG00000261924,29,32,90,9
ENSG00000240270,0,1,1,0
ENSG00000176108,1542,1575,2081,1484
ENSG00000263218,491,457,592,571
ENSG00000280351,142,258,277,170
ENSG00000262873,22,27,41,63
ENSG00000262098,7,10,24,7
ENSG00000226137,2628,2465,3554,2073
ENSG00000175866,3521,3925,4541,2825
ENSG00000181409,61,82,164,91
ENSG00000207736,1,0,1,0
ENSG00000211563,0,0,0,0
ENSG00000283604,0,0,0,0
ENSG00000221025,0,0,0,0
ENSG00000263167,0,0,53,26
ENSG00000225180,8,0,15,4
ENSG00000141577,2958,3101,3751,3142
ENSG00000262115,184,194,274,201
ENSG00000167302,1378,1763,2045,1900
ENSG00000260005,906,1209,1465,1373
ENSG00000224877,1645,1453,1805,1910
ENSG00000157637,7157,8679,9599,7288
ENSG00000276101,581,751,1110,729
ENSG00000279187,29,34,72,22
ENSG00000185168,138,135,180,135
ENSG00000185332,11,6,10,12
ENSG00000275542,5,21,45,10
ENSG00000275966,38,44,55,44
ENSG00000263154,0,0,3,6
ENSG00000262223,4,1,30,14
ENSG00000274833,0,4,6,0
ENSG00000262877,307,341,515,441
ENSG00000266074,3143,3949,5870,3177
ENSG00000279692,6,2,23,0
ENSG00000266392,79,86,121,70
ENSG00000266189,11,11,5,0
ENSG00000263271,136,213,398,153
ENSG00000278200,26,22,42,14
ENSG00000184009,57234,59062,70031,44118
ENSG00000229848,1,17,21,6
ENSG00000186765,20,39,40,68
ENSG00000185504,4874,5307,7135,5079
ENSG00000182446,12974,14436,16585,11678
ENSG00000207021,1,7,1,6
ENSG00000182612,37,45,59,28
ENSG00000185527,2,13,107,46
ENSG00000204237,2161,2406,3325,2452
ENSG00000185298,3682,3669,4961,4498
ENSG00000214087,1246,1272,1538,1374
ENSG00000185359,10069,11229,13219,10816
ENSG00000277784,5,2,11,15
ENSG00000275902,58,68,47,96
ENSG00000262049,2159,2666,2656,2553
ENSG00000262814,6216,5859,7018,6274
ENSG00000262660,7788,7849,9357,7682
ENSG00000183048,3564,3891,4879,3911
ENSG00000215644,0,1,40,3
ENSG00000225663,2704,2638,2967,2404
ENSG00000182676,34,44,120,56
ENSG00000185624,31380,33072,43276,32596
ENSG00000262831,6863,7673,9945,8263
ENSG00000278876,10,36,28,17
ENSG00000141522,15575,15406,19970,15088
ENSG00000262413,7023,7527,8862,7186
ENSG00000263731,258,232,281,394
ENSG00000263859,147,108,145,280
ENSG00000183684,9141,7909,9735,8887
ENSG00000141552,8109,7327,9333,7347
ENSG00000183979,515,674,973,631
ENSG00000185813,6324,6588,10425,7087
ENSG00000187531,3633,3927,4006,4669
ENSG00000197063,11255,12696,14114,12853
ENSG00000264769,1167,1238,1398,1305
ENSG00000265688,377,416,467,376
ENSG00000183010,12956,13007,17376,12691
ENSG00000263585,2647,2891,3734,3275
ENSG00000185105,28,48,66,96
ENSG00000235296,6,12,12,4
ENSG00000185269,987,1114,1646,1023
ENSG00000264735,4,0,22,18
ENSG00000169696,2645,3119,3679,2973
ENSG00000169689,4225,3800,5641,5654
ENSG00000169683,1464,1725,2170,1793
ENSG00000169750,3815,3861,5450,4242
ENSG00000169738,6847,7045,11457,7539
ENSG00000279372,9,2,8,0
ENSG00000264569,22,6,16,0
ENSG00000169733,2243,2717,3159,2369
ENSG00000169727,8247,8765,9779,8015
ENSG00000169718,9446,10228,12085,10841
ENSG00000169710,53579,65140,78572,42815
ENSG00000176155,1671,2331,2813,2588
ENSG00000265678,94,160,171,116
ENSG00000266654,2,4,1,0
ENSG00000264548,38,61,110,32
ENSG00000141526,209,245,378,240
ENSG00000284574,0,5,0,0
ENSG00000141551,13487,14472,17051,12044
ENSG00000275888,705,875,916,674
ENSG00000280407,1911,2217,2324,1881
ENSG00000265692,50,37,70,52
ENSG00000260563,393,400,605,437
ENSG00000173762,10,18,37,0
ENSG00000141574,5,12,38,28
ENSG00000182459,789,732,618,492
ENSG00000278964,433,416,318,227
ENSG00000181408,22,10,26,10
ENSG00000260011,2,34,8,4
ENSG00000181396,3511,3259,4828,3609
ENSG00000264812,11,6,17,0
ENSG00000201239,0,1,0,1
ENSG00000169660,2327,2506,3191,2872
ENSG00000279066,44,53,56,42
ENSG00000178927,4928,5438,6826,5280
ENSG00000265458,75,139,118,70
ENSG00000141562,12451,12507,17586,11482
ENSG00000279744,103,197,271,198
ENSG00000266445,5,10,13,2
ENSG00000266236,43,107,59,79
ENSG00000141568,8580,9575,11419,6257
ENSG00000265136,22,20,10,4
ENSG00000262652,1,16,5,21
ENSG00000262147,27,17,18,28
ENSG00000261845,918,951,1021,733
ENSG00000141580,3668,3543,3997,2484
ENSG00000279613,27,12,36,14
ENSG00000141542,254,339,395,315
ENSG00000266107,0,0,19,0
ENSG00000263063,8,10,8,0
ENSG00000141560,2376,2347,3522,2555
ENSG00000263321,21,16,41,9
ENSG00000167363,2187,2295,3280,1887
ENSG00000262410,28,57,43,50
ENSG00000141556,6569,7303,9809,5346
ENSG00000263098,0,6,3,18
ENSG00000141579,0,7,38,28
ENSG00000262663,37,2,45,14
ENSG00000175711,1038,1034,1196,1028
ENSG00000262339,0,1,1,7
ENSG00000176845,1131,1014,1367,1158
ENSG00000274370,4,3,18,0
ENSG00000261888,30,8,22,20
ENSG00000279143,8,0,2,0
ENSG00000262898,2,0,1,0
ENSG00000262952,3,1,0,6
ENSG00000262094,6,2,1,12
ENSG00000232938,35,26,36,22
ENSG00000262352,0,0,0,0
ENSG00000263305,0,0,0,0
ENSG00000262181,2,0,0,1
ENSG00000173213,1,0,10,0
ENSG00000282965,2,0,4,0
ENSG00000262081,2,0,10,0
ENSG00000274446,0,0,0,0
ENSG00000263006,38,47,21,30
ENSG00000277521,7,3,1,0
ENSG00000101557,10578,11043,11583,6742
ENSG00000079134,3259,3576,3289,2400
ENSG00000263884,48,66,38,98
ENSG00000264514,0,2,1,19
ENSG00000158270,13,8,18,58
ENSG00000265477,11,1,0,0
ENSG00000264265,0,3,0,0
ENSG00000177143,16,0,14,14
ENSG00000222174,0,6,0,10
ENSG00000079101,107,122,124,79
ENSG00000176912,1865,1670,2352,1089
ENSG00000266456,20,29,47,4
ENSG00000263727,4,11,12,2
ENSG00000176890,12385,12269,16390,10769
ENSG00000132199,6978,7702,10060,7742
ENSG00000265490,68,108,170,80
ENSG00000176105,8268,9327,9582,4756
ENSG00000266171,568,594,648,265
ENSG00000264635,63,78,56,51
ENSG00000264339,35,39,33,29
ENSG00000206687,0,1,0,0
ENSG00000273355,43,48,74,40
ENSG00000266575,0,0,1,0
ENSG00000264179,0,0,0,3
ENSG00000265671,0,0,0,0
ENSG00000265179,2,12,10,22
ENSG00000141433,11,0,17,24
ENSG00000259837,0,1,1,18
ENSG00000272461,24,32,23,0
ENSG00000263551,77,75,83,54
ENSG00000263505,37,41,29,16
ENSG00000266251,0,0,1,0
ENSG00000132204,764,867,822,736
ENSG00000199197,2,1,0,6
ENSG00000263396,18,5,17,2
ENSG00000265417,214,256,328,167
ENSG00000266602,189,250,229,228
ENSG00000266450,22,13,21,8
ENSG00000264080,26,20,25,18
ENSG00000263745,18,17,19,14
ENSG00000264189,0,0,4,0
ENSG00000101574,1292,1434,1458,747
ENSG00000238575,0,0,3,0
ENSG00000266783,82,76,65,35
ENSG00000264150,0,2,0,0
ENSG00000080986,3467,3487,4873,2465
ENSG00000235422,0,2,0,10
ENSG00000202224,2,2,0,0
ENSG00000200875,0,0,0,0
ENSG00000266405,27,30,47,60
ENSG00000101596,9501,10892,10667,5319
ENSG00000266049,181,191,177,81
ENSG00000207034,13,12,16,25
ENSG00000132205,233,191,297,116
ENSG00000101577,6178,7132,8218,4150
ENSG00000272625,148,222,236,117
ENSG00000263606,14,20,38,36
ENSG00000265907,472,531,639,272
ENSG00000266397,2,2,15,1
ENSG00000264186,0,0,0,0
ENSG00000277447,4,6,11,2
ENSG00000252258,2,0,1,0
ENSG00000101605,111,186,148,77
ENSG00000252353,0,0,2,0
ENSG00000265399,196,213,209,126
ENSG00000272688,134,144,145,80
ENSG00000101608,14439,15028,20920,11806
ENSG00000264235,3006,3376,4282,2675
ENSG00000118680,8246,8487,9732,6043
ENSG00000266578,8,0,0,1
ENSG00000259256,0,4,4,12
ENSG00000240364,2,1,3,0
ENSG00000265243,4,0,13,3
ENSG00000243720,4,4,1,0
ENSG00000177426,1408,1490,1645,1154
ENSG00000263460,1,0,0,0
ENSG00000266835,8,0,8,1
ENSG00000170579,36,75,91,61
ENSG00000241223,0,0,1,0
ENSG00000266373,5,0,23,2
ENSG00000177337,111,85,185,108
ENSG00000262001,306,478,531,549
ENSG00000266401,44,115,91,59
ENSG00000266513,0,0,2,0
ENSG00000263724,5,4,2,3
ENSG00000275518,0,1,0,0
ENSG00000207278,0,0,2,0
ENSG00000263878,5,3,4,0
ENSG00000250933,9,2,2,11
ENSG00000261520,8,4,10,0
ENSG00000264246,0,0,0,0
ENSG00000265545,4,0,0,2
ENSG00000266268,12,14,7,0
ENSG00000264775,1,2,0,6
ENSG00000265514,7,0,2,12
ENSG00000215368,0,0,1,0
ENSG00000231824,7,3,0,8
ENSG00000266153,6,1,0,0
ENSG00000265091,601,731,760,508
ENSG00000264575,1384,1508,1797,1022
ENSG00000263753,2446,3061,2831,1954
ENSG00000265188,181,317,168,155
ENSG00000198081,783,909,983,614
ENSG00000264254,0,0,0,0
ENSG00000266288,0,2,0,0
ENSG00000082397,22,6,26,28
ENSG00000265316,4,0,4,3
ENSG00000264000,4,1,1,6
ENSG00000261738,0,2,8,5
ENSG00000272380,3,0,0,0
ENSG00000206432,10,6,2,0
ENSG00000264449,2,0,1,0
ENSG00000154655,44,13,49,12
ENSG00000265487,1,0,0,0
ENSG00000200637,0,0,0,0
ENSG00000266846,0,0,0,0
ENSG00000264707,13,8,19,4
ENSG00000283532,0,0,0,0
ENSG00000279885,10,5,4,0
ENSG00000199272,0,0,0,0
ENSG00000235552,538,766,1128,682
ENSG00000266065,0,0,0,0
ENSG00000265944,2,4,12,8
ENSG00000265174,0,0,0,0
ENSG00000243591,9,2,0,10
ENSG00000261627,0,2,0,0
ENSG00000279479,42,48,14,46
ENSG00000266441,14,48,7,1
ENSG00000088756,1044,1260,1255,532
ENSG00000263797,62,49,84,29
ENSG00000265933,284,338,637,350
ENSG00000264127,125,134,255,193
ENSG00000251897,2,0,0,0
ENSG00000101680,74,23,86,66
ENSG00000265069,4,2,19,10
ENSG00000264475,1,0,10,1
ENSG00000263716,0,11,12,22
ENSG00000206422,2,0,10,0
ENSG00000212626,0,1,2,0
ENSG00000173482,41,41,41,49
ENSG00000266767,10,11,12,12
ENSG00000264596,4,2,4,4
ENSG00000199856,2,6,1,1
ENSG00000273368,0,0,0,0
ENSG00000266149,0,0,0,11
ENSG00000265413,2,4,8,2
ENSG00000263970,0,0,0,0
ENSG00000266613,3,4,10,0
ENSG00000242985,8,1,0,0
ENSG00000229442,7,5,3,8
ENSG00000225212,0,2,20,7
ENSG00000206418,1510,1661,1754,1004
ENSG00000266708,306,309,341,215
ENSG00000263935,9,0,0,0
ENSG00000265962,0,3,2,8
ENSG00000168502,767,828,1080,592
ENSG00000252319,0,1,1,10
ENSG00000272788,1,5,10,5
ENSG00000242058,6,5,0,20
ENSG00000178127,7306,7064,8142,5727
ENSG00000265257,7477,7297,8334,5853
ENSG00000263847,29,82,59,36
ENSG00000266053,131,89,102,87
ENSG00000101745,4630,5670,4589,4468
ENSG00000200883,0,1,0,0
ENSG00000207092,0,0,0,5
ENSG00000273284,93,91,76,46
ENSG00000264964,4,4,0,0
ENSG00000128791,3562,4039,4783,2726
ENSG00000273335,13,21,8,12
ENSG00000017797,9167,9586,10730,7119
ENSG00000266805,37,20,24,18
ENSG00000251994,27,29,24,5
ENSG00000154845,4956,5584,6352,3369
ENSG00000266541,0,13,12,11
ENSG00000263627,10,3,8,9
ENSG00000212572,0,0,0,0
ENSG00000264644,11,3,11,4
ENSG00000168461,3455,4095,4416,2494
ENSG00000266891,3,9,4,3
ENSG00000266127,3,6,6,44
ENSG00000242651,0,1,0,0
ENSG00000252680,0,0,2,0
ENSG00000265564,0,0,1,1
ENSG00000168454,79,84,109,72
ENSG00000272799,103,90,162,175
ENSG00000101558,17760,19326,21767,12521
ENSG00000223138,1,3,2,0
ENSG00000265554,8,0,1,0
ENSG00000264876,3,1,10,8
ENSG00000266102,2,0,0,0
ENSG00000260913,6,2,8,0
ENSG00000154856,27,4,20,3
ENSG00000134265,3034,3684,3906,2523
ENSG00000265728,75,71,94,35
ENSG00000266604,0,1,8,0
ENSG00000264503,0,0,0,0
ENSG00000264311,13,6,2,6
ENSG00000264072,11,0,4,6
ENSG00000266470,0,0,0,0
ENSG00000265038,2,2,6,2
ENSG00000260779,22,2,2,6
ENSG00000154864,73,31,53,71
ENSG00000264843,0,0,2,0
ENSG00000264714,17,0,38,12
ENSG00000274838,0,0,0,0
ENSG00000263952,0,0,1,0
ENSG00000263682,2,0,2,4
ENSG00000267051,3,0,1,5
ENSG00000273119,0,0,0,0
ENSG00000267564,0,0,5,0
ENSG00000267425,3,0,0,0
ENSG00000267252,2,0,0,0
ENSG00000267371,0,0,2,2
ENSG00000236396,12,7,20,2
ENSG00000267794,0,0,0,0
ENSG00000257513,1,10,11,0
ENSG00000267143,10,0,0,0
ENSG00000267773,3,0,6,16
ENSG00000283492,0,0,0,0
ENSG00000260759,0,0,0,0
ENSG00000141404,230,331,322,365
ENSG00000267333,0,2,0,0
ENSG00000267455,0,0,2,5
ENSG00000255112,1980,2179,2400,1626
ENSG00000267165,527,627,622,442
ENSG00000272703,4,0,0,7
ENSG00000154889,942,1109,1079,953
ENSG00000273141,0,9,27,43
ENSG00000267079,8,0,1,0
ENSG00000267661,0,0,0,0
ENSG00000141401,210,211,296,135
ENSG00000266955,0,0,2,0
ENSG00000267480,0,4,1,0
ENSG00000266995,1,1,0,0
ENSG00000267292,0,0,0,0
ENSG00000212712,0,0,6,6
ENSG00000267533,22,56,43,54
ENSG00000256616,0,0,0,0
ENSG00000267722,4,0,0,0
ENSG00000267478,0,0,8,0
ENSG00000181626,14,2,7,0
ENSG00000200827,1,0,0,0
ENSG00000267162,0,0,0,0
ENSG00000267116,2,0,9,0
ENSG00000279285,0,0,0,0
ENSG00000267643,1,1,1,8
ENSG00000267733,2,20,31,28
ENSG00000267076,2,4,10,6
ENSG00000267247,0,0,0,24
ENSG00000267663,0,0,0,0
ENSG00000176194,9,0,7,5
ENSG00000280302,12,4,15,30
ENSG00000267069,2,0,14,0
ENSG00000199702,1,0,1,0
ENSG00000176014,10094,10759,14139,9808
ENSG00000141385,8128,8612,10261,6664
ENSG00000251937,0,0,0,3
ENSG00000141391,241,277,343,344
ENSG00000267108,4,13,12,0
ENSG00000267199,496,617,548,406
ENSG00000134278,1913,2196,2088,1237
ENSG00000267515,6,10,4,5
ENSG00000128789,2389,2519,2605,1981
ENSG00000101624,1123,1275,1237,873
ENSG00000267249,26,55,74,77
ENSG00000266961,0,0,0,0
ENSG00000260302,4,13,14,2
ENSG00000201466,0,0,5,0
ENSG00000175354,2000,2162,2099,1603
ENSG00000267570,0,1,0,0
ENSG00000267336,4,4,2,19
ENSG00000085415,6285,6507,6896,4338
ENSG00000266969,301,368,312,258
ENSG00000101639,4021,5025,5443,3003
ENSG00000267656,0,1,4,0
ENSG00000267032,4,10,28,0
ENSG00000267286,0,0,3,0
ENSG00000267239,14,0,13,0
ENSG00000168675,29,8,34,24
ENSG00000267177,1,0,0,0
ENSG00000279020,8,4,24,30
ENSG00000279275,2,2,0,0
ENSG00000267393,1,0,0,0
ENSG00000267690,2,12,12,18
ENSG00000266146,0,0,0,0
ENSG00000267694,0,0,7,0
ENSG00000267529,0,0,2,0
ENSG00000267702,6,12,0,4
ENSG00000267366,0,0,0,0
ENSG00000267136,4,4,12,20
ENSG00000272746,0,0,0,0
ENSG00000267503,0,0,4,0
ENSG00000263527,0,0,0,0
ENSG00000266954,2,0,0,0
ENSG00000177150,1284,1413,1515,904
ENSG00000279962,2,1,3,0
ENSG00000242707,0,0,1,0
ENSG00000101654,3622,4179,3837,1954
ENSG00000176136,5,0,0,0
ENSG00000185231,6,0,0,0
ENSG00000243779,1,0,0,4
ENSG00000279352,11,9,3,1
ENSG00000270469,7,0,0,8
ENSG00000175322,218,328,487,212
ENSG00000267756,0,5,2,0
ENSG00000267150,2,6,2,0
ENSG00000267356,28,39,41,49
ENSG00000267704,2,4,2,27
ENSG00000267324,4,1,7,0
ENSG00000175319,0,0,1,0
ENSG00000186481,22,6,17,2
ENSG00000212329,0,0,0,0
ENSG00000266145,2,10,18,6
ENSG00000283294,8,3,21,2
ENSG00000274214,0,0,0,0
ENSG00000265787,6,6,5,0
ENSG00000277743,0,0,0,0
ENSG00000265437,1,0,4,0
ENSG00000187589,2,2,6,0
ENSG00000265296,0,2,4,2
ENSG00000266605,0,0,2,4
ENSG00000265766,0,0,0,0
ENSG00000266242,0,0,0,0
ENSG00000183206,12,2,16,22
ENSG00000200132,0,0,0,0
ENSG00000265340,0,0,0,0
ENSG00000266693,0,0,0,0
ENSG00000264570,2,0,7,14
ENSG00000273732,4,2,0,0
ENSG00000276318,0,0,1,10
ENSG00000180777,17,8,4,25
ENSG00000200645,0,0,0,0
ENSG00000265737,2,0,0,22
ENSG00000265499,0,0,0,0
ENSG00000265786,0,0,0,0
ENSG00000264061,0,0,0,0
ENSG00000263618,0,2,1,6
ENSG00000266554,6,4,0,0
ENSG00000264301,2,0,0,0
ENSG00000263821,0,0,0,0
ENSG00000279042,0,1,16,0
ENSG00000266522,0,6,14,10
ENSG00000278923,0,2,0,0
ENSG00000263635,1,2,0,1
ENSG00000264880,10,2,4,0
ENSG00000265015,14,0,7,0
ENSG00000265631,0,0,0,0
ENSG00000266818,14,8,13,0
ENSG00000215512,10,0,2,0
ENSG00000222087,0,2,0,0
ENSG00000067900,5989,6674,5590,3274
ENSG00000244527,9,2,7,2
ENSG00000251886,0,0,0,0
ENSG00000263748,10,0,1,0
ENSG00000265984,0,0,0,0
ENSG00000141449,26,36,69,83
ENSG00000265948,0,0,0,0
ENSG00000265751,0,0,3,4
ENSG00000221139,0,0,2,0
ENSG00000141446,2013,2431,2112,1127
ENSG00000167088,5930,5394,6832,4859
ENSG00000158201,1699,1831,1994,1448
ENSG00000264188,9,9,19,1
ENSG00000265656,27,14,37,16
ENSG00000221493,1,1,0,0
ENSG00000101752,7615,9089,9254,4334
ENSG00000252677,1,7,5,14
ENSG00000200750,0,2,2,0
ENSG00000242971,8,7,9,16
ENSG00000199977,3,1,0,0
ENSG00000265142,11,12,2,4
ENSG00000283927,0,0,0,0
ENSG00000284453,0,0,0,0
ENSG00000243303,3,11,0,12
ENSG00000264149,0,0,4,0
ENSG00000252325,0,0,4,0
ENSG00000264289,0,0,0,0
ENSG00000222520,1,3,1,6
ENSG00000265758,11,8,13,27
ENSG00000263588,1,0,3,0
ENSG00000221363,2,0,0,8
ENSG00000266010,19,5,8,0
ENSG00000141448,41,47,56,39
ENSG00000264012,0,0,1,9
